sex,LSAT_I,UGPA_I,ZFYA,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White
1,44.0,3.4,0.01,0,0,0,0,0,0,0,1
1,46.0,3.3,-0.77,0,0,0,0,0,0,0,1
0,48.0,3.8,1.55,0,0,0,0,0,0,0,1
1,36.0,3.3,2.06,0,0,0,0,0,0,0,1
1,46.0,3.8,-0.73,0,1,0,0,0,0,0,0
0,32.0,2.4,-0.61,0,0,0,1,0,0,0,0
0,34.0,2.7,-0.76,0,0,0,0,0,0,0,1
0,43.0,2.8,0.05,0,0,0,0,0,0,0,1
1,30.0,3.4,-2.02,0,0,0,0,0,0,0,1
1,33.0,2.8,1.36,0,0,0,0,0,0,0,1
0,35.0,3.2,0.96,0,0,0,0,0,0,0,1
1,28.0,3.9,-0.48,0,0,0,0,0,0,0,1
0,37.0,3.4,0.12,0,0,0,0,0,0,0,1
0,36.0,3.5,-1.21,0,0,0,0,0,0,0,1
0,44.0,3.6,0.43,0,0,0,0,0,0,0,1
1,23.0,3.4,-1.83,0,0,1,0,0,0,0,0
0,37.0,3.5,0.47,0,0,0,0,0,0,0,1
1,29.5,3.1,0.31,0,0,0,0,0,0,0,1
1,35.0,3.1,-1.38,0,0,0,0,0,0,0,1
0,31.0,3.7,-1.31,0,0,0,0,0,0,0,1
1,20.0,3.0,-0.69,0,0,1,0,0,0,0,0
0,32.0,2.6,0.5,0,0,0,0,0,0,0,1
1,37.0,3.5,1.38,0,0,0,0,0,1,0,0
0,36.0,3.2,-0.36,0,0,0,0,0,0,0,1
1,21.0,2.0,-0.11,0,0,1,0,0,0,0,0
0,27.5,2.4,-0.1,0,0,0,0,0,0,0,1
0,40.0,3.0,0.25,0,0,0,0,0,0,1,0
1,29.0,2.9,-0.35,0,0,0,0,0,1,0,0
1,35.0,3.4,0.09,0,0,0,0,0,0,0,1
0,36.0,3.8,-1.04,0,0,0,0,0,0,0,1
1,45.0,3.8,-0.04,0,0,0,0,0,0,0,1
0,35.5,3.5,-0.29,0,0,0,0,0,0,0,1
1,39.0,3.2,0.58,0,0,0,0,0,0,0,1
0,45.0,3.2,0.48,0,0,0,0,0,0,0,1
1,37.0,3.0,0.72,0,0,0,0,0,0,0,1
1,40.0,2.9,-2.44,0,0,1,0,0,0,0,0
0,38.0,2.5,-1.81,0,0,1,0,0,0,0,0
1,40.0,3.7,-0.05,0,0,0,0,0,0,0,1
1,48.0,3.3,1.43,0,0,0,0,0,0,0,1
1,35.0,3.5,-1.13,0,0,0,0,0,0,0,1
1,37.0,3.1,-0.24,0,0,0,0,0,0,0,1
0,41.0,3.3,0.97,0,0,0,0,0,0,0,1
1,31.0,3.5,-2.35,0,0,1,0,0,0,0,0
1,33.0,2.7,0.73,0,0,0,0,0,0,0,1
1,28.0,3.5,0.48,0,0,0,0,1,0,0,0
1,36.0,2.9,0.89,0,0,0,0,0,0,0,1
1,38.0,3.1,-1.69,0,0,0,0,0,0,0,1
0,23.0,2.1,-1.52,0,0,1,0,0,0,0,0
1,37.0,3.2,-0.97,0,0,0,0,0,0,0,1
0,41.0,3.3,0.01,0,0,0,0,0,0,0,1
0,43.0,3.4,0.97,0,0,0,0,0,0,0,1
1,38.0,3.3,-0.35,0,0,0,0,0,0,0,1
0,43.0,3.0,0.83,0,0,0,0,0,0,0,1
0,29.0,2.5,0.56,0,0,0,1,0,0,0,0
0,40.0,2.9,-0.05,0,0,0,0,0,0,0,1
0,40.0,3.1,1.31,0,0,0,0,0,0,0,1
0,34.0,2.0,0.19,0,0,0,0,0,0,0,1
1,32.0,2.7,0.16,0,0,0,0,0,0,0,1
1,38.0,3.3,-0.48,0,0,0,0,0,0,0,1
1,34.0,3.1,-0.69,0,0,0,0,0,0,0,1
1,33.0,3.0,-0.75,0,0,0,0,0,0,0,1
1,45.0,3.4,-0.18,0,0,0,0,0,0,0,1
0,27.0,3.0,-0.94,0,0,0,1,0,0,0,0
0,33.0,3.1,1.45,0,0,0,0,0,0,0,1
0,29.0,2.7,0.44,0,0,0,1,0,0,0,0
0,39.0,3.6,0.04,0,0,0,0,0,0,0,1
0,30.0,3.2,-0.8,0,0,0,0,0,0,0,1
0,48.0,3.4,-0.49,0,0,0,0,0,0,0,1
0,35.0,2.5,-0.2,0,0,0,0,0,0,0,1
0,44.0,3.4,-1.06,0,0,0,0,0,0,0,1
0,42.0,3.9,1.28,0,0,0,0,0,0,0,1
0,34.0,3.3,0.62,0,0,0,0,0,0,0,1
1,42.0,2.5,0.18,0,0,0,0,0,0,0,1
0,42.0,3.5,0.66,0,0,0,0,0,0,0,1
1,32.0,2.9,-0.41,0,0,0,0,0,0,0,1
0,42.0,2.4,-0.44,0,0,0,0,0,0,0,1
0,40.0,3.7,0.75,0,0,0,0,0,0,0,1
0,34.0,3.3,0.33,0,1,0,0,0,0,0,0
0,36.0,3.7,0.33,0,0,0,0,0,0,0,1
1,31.0,2.8,0.63,0,0,0,0,0,0,0,1
0,38.0,3.1,-0.63,0,0,0,0,0,0,0,1
1,41.0,3.6,-0.34,0,0,0,0,0,0,0,1
0,46.0,3.8,-0.47,0,0,0,0,0,0,0,1
0,45.0,3.5,-0.21,0,0,0,0,0,0,0,1
0,35.5,3.2,-0.67,0,0,0,0,0,0,0,1
0,41.0,3.4,1.09,0,0,0,0,0,0,0,1
0,23.0,2.8,0.35,0,0,1,0,0,0,0,0
1,18.0,3.4,-1.49,0,0,1,0,0,0,0,0
0,40.0,3.8,0.78,0,0,0,0,0,0,0,1
0,32.5,2.9,-0.79,0,0,0,0,0,0,0,1
0,46.0,3.4,0.6,0,0,0,0,0,0,0,1
0,31.0,3.6,0.34,0,0,0,0,0,0,0,1
1,45.0,3.8,-2.08,0,0,0,0,0,0,0,1
0,40.0,3.0,-1.43,0,0,0,0,1,0,0,0
0,41.0,3.8,-0.04,0,0,0,0,0,0,0,1
0,40.0,3.7,0.85,0,0,0,0,0,0,0,1
0,42.0,3.9,1.07,0,0,0,0,0,0,0,1
1,35.0,2.7,-0.6,0,0,0,0,0,0,0,1
0,46.0,2.9,0.79,0,0,0,0,0,0,0,1
0,48.0,3.4,0.69,0,0,0,0,0,0,0,1
0,46.0,3.5,0.57,0,0,0,0,0,0,0,1
0,39.0,3.7,0.43,0,0,0,0,0,0,0,1
0,44.0,3.8,-0.55,0,0,0,0,0,0,0,1
1,21.0,3.5,-0.39,0,0,1,0,0,0,0,0
0,40.0,3.4,0.27,0,0,0,0,0,0,0,1
1,36.0,3.5,-1.9,0,0,0,0,0,0,0,1
1,30.0,3.3,-0.41,0,0,0,0,0,0,0,1
0,41.0,3.1,1.34,0,0,0,0,0,0,0,1
0,44.0,3.9,0.55,0,0,0,0,0,0,0,1
0,41.0,3.6,-1.86,0,0,0,0,0,0,0,1
1,47.0,3.7,0.1,0,0,0,0,0,0,0,1
1,39.0,2.9,-0.09,0,0,0,0,0,1,0,0
0,39.0,3.8,-0.6,0,0,0,0,0,0,0,1
1,44.0,3.8,0.78,0,0,0,0,0,0,0,1
1,38.0,3.1,-0.67,0,0,0,0,0,0,0,1
0,34.0,2.3,-0.54,0,0,1,0,0,0,0,0
0,41.0,3.5,-0.16,0,0,0,0,0,0,0,1
1,37.0,3.3,0.33,0,0,0,0,0,0,0,1
0,42.0,3.4,-0.88,0,0,0,0,0,0,0,1
1,24.0,2.6,-1.6,0,0,1,0,0,0,0,0
0,37.0,3.3,2.04,0,0,0,0,0,0,0,1
0,33.0,3.9,0.59,0,0,0,0,0,0,0,1
1,42.0,4.0,0.37,0,0,0,0,0,0,0,1
0,38.0,2.8,0.68,0,0,0,0,0,0,0,1
1,27.5,2.8,-0.85,0,0,0,0,0,0,1,0
0,28.0,2.3,-0.09,0,0,0,0,0,0,0,1
0,45.0,3.5,1.29,0,0,0,0,0,1,0,0
0,33.0,3.2,-0.7,0,0,0,0,0,0,0,1
0,45.0,3.0,-0.55,0,0,0,0,0,0,0,1
0,29.0,2.6,-1.22,0,0,1,0,0,0,0,0
0,44.0,2.8,0.65,0,0,0,0,0,0,0,1
0,38.0,3.3,0.43,0,0,0,0,0,0,0,1
0,33.0,3.1,1.19,0,0,0,0,0,0,0,1
0,34.0,3.5,-0.69,0,0,0,0,0,0,0,1
0,38.0,3.1,1.25,0,0,0,0,0,0,0,1
1,43.0,3.5,0.58,0,0,0,0,0,0,0,1
1,31.0,3.2,-0.51,0,0,0,0,0,0,0,1
1,34.3,3.0,0.07,0,0,0,0,0,0,0,1
1,45.0,3.3,-1.12,0,0,0,0,0,0,0,1
0,31.0,2.8,-0.25,0,0,0,0,0,0,0,1
0,33.0,3.0,-0.5,0,1,0,0,0,0,0,0
1,33.0,3.7,-0.59,0,0,0,0,0,0,0,1
1,38.0,3.8,0.73,0,0,0,0,0,0,0,1
1,33.0,3.3,-0.19,0,0,0,0,0,0,0,1
1,39.0,3.5,0.23,0,0,0,0,0,0,0,1
0,45.0,3.5,-0.02,0,0,0,0,0,0,0,1
1,36.0,3.5,-0.35,0,0,0,0,0,0,0,1
0,38.0,3.0,-0.26,0,0,0,0,0,0,0,1
0,44.0,3.0,0.85,0,0,0,0,0,0,0,1
1,35.0,3.0,0.05,0,0,0,0,0,0,0,1
0,42.0,3.7,-0.66,0,0,0,0,0,0,0,1
1,32.0,3.5,-1.09,0,0,0,0,0,0,0,1
1,38.0,3.5,-0.6,0,1,0,0,0,0,0,0
1,36.0,3.5,-1.19,0,0,0,0,0,0,0,1
0,23.0,2.4,-1.75,0,0,0,1,0,0,0,0
1,42.0,3.7,0.29,0,0,0,0,0,0,0,1
1,12.0,2.9,-1.08,0,0,0,1,0,0,0,0
1,41.0,3.6,0.93,0,0,0,0,0,0,0,1
0,37.0,3.0,-0.7,0,0,0,0,0,0,0,1
0,45.0,3.6,0.9,0,0,0,0,0,0,0,1
1,34.5,3.3,-0.07,0,0,0,0,0,0,0,1
1,37.0,2.9,-1.7,0,0,1,0,0,0,0,0
0,42.0,4.0,1.48,0,0,0,0,0,0,0,1
0,35.0,2.9,-0.46,0,0,0,1,0,0,0,0
0,36.0,3.2,-0.47,0,0,0,0,0,0,0,1
0,33.0,3.8,-2.28,0,1,0,0,0,0,0,0
1,20.0,2.8,-0.48,0,0,1,0,0,0,0,0
0,34.0,3.5,-0.46,0,0,0,0,0,0,0,1
1,36.0,2.6,0.4,1,0,0,0,0,0,0,0
0,36.0,3.1,0.2,0,0,0,0,0,0,0,1
0,30.0,2.7,-1.05,0,0,0,0,0,0,0,1
0,37.0,3.4,-0.55,0,0,0,0,0,0,0,1
0,37.0,3.3,0.24,0,0,0,0,0,0,0,1
1,45.0,3.1,2.23,0,0,0,0,0,0,0,1
0,40.0,2.8,1.42,0,0,0,0,0,0,0,1
0,28.0,3.5,0.17,0,0,0,0,0,0,0,1
1,35.0,3.2,0.29,0,0,0,0,0,0,0,1
1,47.0,3.6,-0.33,0,0,0,0,0,0,0,1
0,37.0,3.6,1.21,0,0,0,0,0,0,0,1
1,36.0,3.0,0.05,0,0,0,0,0,0,0,1
0,39.0,3.6,-1.1,0,0,0,0,0,0,0,1
1,43.0,3.5,-0.66,0,0,0,0,0,0,0,1
0,30.5,3.5,-0.5,0,0,0,0,0,0,0,1
0,37.0,3.4,-0.03,0,0,0,0,0,0,0,1
0,44.0,3.7,0.35,0,0,0,0,0,0,0,1
0,33.0,3.2,-0.16,0,0,0,0,0,0,0,1
0,35.0,2.9,0.8,0,0,0,0,0,0,0,1
1,37.0,2.6,-0.8,0,0,0,0,0,0,0,1
0,44.0,3.3,-0.04,0,0,0,0,0,0,0,1
1,40.0,3.3,1.55,0,0,0,0,0,0,0,1
0,32.0,3.9,1.64,0,0,0,0,0,0,0,1
0,28.0,3.2,0.74,0,0,0,0,0,0,0,1
1,32.0,3.4,1.03,0,0,0,0,0,0,0,1
0,28.0,2.6,0.42,0,0,0,0,0,0,0,1
1,44.0,3.1,1.91,0,0,0,0,0,0,0,1
1,37.5,2.6,0.29,0,0,0,0,0,0,0,1
0,42.0,2.8,0.47,0,0,0,0,0,0,0,1
1,37.0,2.8,-0.23,0,0,0,0,0,0,0,1
1,37.0,3.4,0.12,0,0,0,0,0,0,0,1
0,29.0,2.5,-1.44,0,1,0,0,0,0,0,0
0,42.0,3.6,1.16,0,0,0,0,0,0,0,1
1,40.0,3.3,0.65,0,0,0,0,0,0,0,1
1,36.0,3.7,1.66,0,0,0,0,0,0,0,1
1,40.0,3.8,0.3,0,0,0,0,0,0,0,1
1,32.0,3.4,0.83,0,0,0,0,0,0,0,1
1,34.0,3.3,2.45,0,0,0,0,0,0,0,1
0,30.5,3.4,1.17,0,0,0,0,0,0,0,1
0,29.0,3.4,0.78,0,0,0,0,0,0,0,1
0,37.0,3.0,-0.05,0,0,0,0,0,0,0,1
1,31.0,3.0,-2.71,0,0,0,0,0,0,0,1
1,28.0,3.1,-1.27,0,0,0,1,0,0,0,0
1,36.0,2.9,-1.39,0,0,0,0,0,0,0,1
0,35.0,2.6,0.63,0,0,0,0,0,0,0,1
0,35.0,3.3,0.88,0,0,0,0,0,0,0,1
0,36.0,3.0,1.42,0,0,0,0,0,0,0,1
1,28.0,3.0,0.5,0,0,0,0,0,0,0,1
0,42.0,3.4,0.64,0,0,0,0,0,0,0,1
0,42.0,2.9,-0.18,0,0,0,0,0,0,0,1
1,44.0,3.6,0.56,0,0,0,0,0,0,0,1
0,36.0,3.3,-0.27,0,0,0,0,0,0,0,1
0,42.0,3.7,1.44,0,0,0,0,0,0,0,1
1,36.0,3.6,-0.18,0,0,0,0,0,0,0,1
1,33.5,2.9,-1.43,0,0,0,0,0,0,0,1
1,36.0,2.7,0.81,0,0,0,0,0,0,0,1
0,28.0,3.1,0.83,0,0,0,0,0,0,0,1
0,42.0,3.5,0.81,0,0,0,0,0,0,0,1
0,41.0,3.4,0.99,0,0,0,0,0,0,0,1
0,32.5,3.7,0.5,0,0,0,0,0,0,0,1
1,41.0,3.5,-0.86,0,0,0,0,0,0,0,1
0,37.0,2.5,-1.42,0,0,1,0,0,0,0,0
1,36.0,3.3,-0.54,0,0,0,0,0,0,0,1
0,39.0,2.7,0.39,0,0,0,0,0,0,0,1
1,40.0,3.1,0.84,0,0,0,0,0,0,0,1
0,38.0,3.1,-1.21,0,0,0,0,0,0,0,1
0,37.5,3.4,-0.08,0,0,0,0,0,0,0,1
1,28.0,2.7,-0.5,0,0,1,0,0,0,0,0
1,35.5,2.8,0.33,0,0,0,0,0,0,0,1
0,41.0,3.7,1.22,0,0,0,0,0,0,0,1
1,44.0,3.9,-0.61,0,0,0,0,0,0,0,1
0,35.0,3.0,-1.14,0,0,0,0,0,0,0,1
0,34.3,3.2,1.42,0,0,0,0,0,0,0,1
0,16.0,2.9,-0.5,0,0,1,0,0,0,0,0
1,39.5,3.3,0.36,0,0,0,0,0,0,0,1
0,46.0,3.6,0.65,0,0,0,0,0,1,0,0
1,32.0,3.2,-1.07,0,0,0,0,0,0,0,1
1,39.0,3.2,-0.76,0,0,0,0,0,0,0,1
0,32.5,2.8,-0.67,0,0,0,0,0,0,0,1
1,39.0,3.5,0.19,0,0,0,0,0,0,0,1
0,35.0,2.8,-0.24,0,0,0,1,0,0,0,0
1,30.0,3.9,0.31,0,0,0,0,0,0,0,1
1,25.0,3.5,-0.26,0,0,0,0,0,0,0,1
0,40.0,2.9,0.64,0,0,0,0,0,0,0,1
0,40.0,3.7,-2.51,0,0,0,0,0,0,0,1
1,42.0,3.1,0.16,0,0,0,0,0,0,0,1
0,42.0,2.8,-0.81,0,0,0,0,0,0,0,1
1,35.0,2.7,-0.16,0,0,0,1,0,0,0,0
0,48.0,3.0,0.62,0,0,0,0,0,0,0,1
0,40.0,3.7,0.23,0,0,0,0,0,0,0,1
0,38.0,3.0,1.19,0,0,0,0,0,0,0,1
1,39.0,3.7,-0.71,0,0,0,0,0,0,0,1
1,40.0,3.5,2.43,0,0,0,0,0,0,0,1
0,40.0,2.6,1.04,0,0,0,0,0,0,0,1
1,37.0,3.5,0.82,0,0,0,0,0,0,0,1
1,36.0,3.6,0.85,0,0,0,0,0,0,0,1
0,36.0,2.9,-0.59,0,0,0,0,0,0,0,1
0,31.0,2.6,0.07,0,0,0,0,0,0,0,1
0,36.0,3.4,-0.34,0,0,0,0,0,0,0,1
0,36.0,3.0,1.22,0,0,0,0,0,0,0,1
0,33.0,2.6,-0.43,0,0,0,0,0,0,0,1
0,42.0,3.4,0.29,0,0,0,0,0,0,0,1
0,41.0,3.8,1.66,0,0,0,0,0,0,0,1
0,46.0,3.2,2.61,0,0,0,0,0,0,0,1
1,39.0,3.0,0.11,0,0,0,0,0,0,0,1
0,33.0,2.8,0.32,0,0,0,0,0,0,0,1
0,40.0,3.0,0.14,0,0,0,0,0,0,0,1
0,35.0,3.1,-0.84,0,0,0,0,0,0,0,1
0,40.0,3.4,-0.13,0,0,0,0,0,0,0,1
1,40.0,3.4,-0.62,0,0,0,0,0,0,0,1
0,37.0,2.9,-0.33,0,0,0,0,0,0,0,1
0,44.0,3.7,0.29,0,0,0,0,0,0,0,1
1,40.0,3.7,0.27,0,0,0,0,1,0,0,0
1,27.0,3.2,-0.24,0,0,1,0,0,0,0,0
0,43.0,3.8,-0.22,0,0,0,0,0,0,0,1
1,39.0,3.4,0.32,0,0,0,0,0,0,0,1
1,26.0,3.6,0.32,0,0,0,0,0,0,0,1
0,39.0,3.6,-0.16,0,0,0,0,0,0,0,1
0,35.0,3.4,-0.17,0,0,0,0,0,0,0,1
1,30.0,3.1,-0.1,0,0,0,0,0,0,0,1
1,43.0,3.8,0.85,0,0,0,0,0,0,0,1
0,43.0,3.5,-1.06,0,0,0,0,0,0,0,1
1,32.0,3.5,0.71,0,0,1,0,0,0,0,0
1,37.0,3.6,0.81,0,0,0,0,0,0,0,1
1,39.0,3.5,-0.41,0,0,0,0,0,0,0,1
1,36.0,3.2,1.29,0,0,0,0,0,0,0,1
0,44.0,3.6,2.5,0,0,0,0,0,0,0,1
1,34.0,2.9,-0.03,0,0,0,0,0,0,0,1
0,32.0,2.1,0.48,0,0,0,0,0,0,0,1
0,41.0,3.7,1.09,0,0,0,0,0,0,0,1
0,30.5,2.6,0.54,0,0,0,0,0,0,0,1
0,41.0,3.1,1.04,0,0,0,0,0,0,0,1
0,42.0,3.4,-0.5,0,0,0,0,0,0,0,1
1,26.0,2.3,0.45,0,0,0,0,0,0,0,1
1,35.0,3.1,-0.28,0,0,0,0,0,0,0,1
1,22.0,2.7,-0.76,0,0,1,0,0,0,0,0
1,42.0,3.9,-0.56,0,0,0,0,0,0,0,1
0,39.0,3.1,0.66,0,0,0,0,0,0,0,1
0,33.0,3.0,-0.48,1,0,0,0,0,0,0,0
0,30.5,2.6,-1.03,0,0,0,0,0,0,0,1
0,45.0,2.5,0.87,0,0,0,0,0,0,0,1
0,41.0,2.4,-2.45,0,0,1,0,0,0,0,0
1,24.0,3.0,-0.81,0,0,0,0,1,0,0,0
0,38.0,3.0,0.09,0,0,0,0,0,0,0,1
0,29.0,3.3,0.58,0,0,0,0,0,0,0,1
1,40.0,3.1,-0.08,0,0,0,0,0,0,0,1
1,27.0,3.3,-2.04,0,0,1,0,0,0,0,0
1,35.0,3.9,-1.38,0,0,0,0,0,0,0,1
0,41.0,3.6,1.36,0,0,0,0,0,0,0,1
0,26.0,2.5,-0.69,0,0,0,0,0,0,0,1
0,31.0,2.5,-0.53,0,0,0,0,0,0,0,1
1,36.0,2.6,0.09,0,0,0,0,0,0,0,1
0,29.0,3.1,-1.02,0,0,0,0,0,0,0,1
0,39.0,3.5,-0.68,0,0,0,0,0,0,0,1
0,32.0,3.4,0.22,0,0,0,0,0,0,0,1
1,33.0,3.7,0.57,0,0,0,0,0,0,0,1
0,38.0,3.2,-0.01,0,0,0,0,0,0,0,1
1,39.0,3.7,-0.73,0,0,0,0,0,0,0,1
0,36.0,2.6,-0.72,0,0,0,0,0,0,0,1
1,41.0,3.9,0.51,0,0,0,0,0,0,0,1
1,37.0,3.4,1.21,0,0,0,0,0,0,0,1
0,43.0,3.0,1.51,0,0,0,0,0,1,0,0
1,34.0,3.2,-1.08,0,0,0,0,0,0,0,1
0,38.0,3.7,-0.79,0,0,0,1,0,0,0,0
0,42.0,3.4,0.33,0,0,0,0,0,0,0,1
0,41.0,3.1,1.11,0,0,0,0,0,0,0,1
0,42.0,3.1,-0.48,0,0,0,0,0,0,0,1
1,33.0,2.9,0.95,0,0,0,0,0,0,0,1
1,37.0,3.4,-0.16,0,0,0,0,0,0,0,1
0,34.0,3.1,-0.2,0,0,0,0,0,0,0,1
1,25.0,3.1,-0.95,0,0,0,0,0,0,0,1
0,29.0,3.0,-1.25,0,1,0,0,0,0,0,0
0,42.0,3.7,1.92,0,0,0,0,0,0,0,1
0,32.0,2.6,-0.8,0,0,1,0,0,0,0,0
1,43.0,3.8,0.44,0,0,0,0,0,0,0,1
0,34.5,3.2,0.33,0,0,0,0,0,0,0,1
1,42.0,3.5,1.38,0,0,0,0,0,0,0,1
0,39.5,3.2,1.37,0,0,0,0,0,0,0,1
1,42.0,3.7,1.1,0,0,0,0,0,0,0,1
0,34.0,2.4,1.43,0,0,0,0,0,0,0,1
1,32.5,2.5,0.24,0,0,0,0,0,0,0,1
0,40.0,3.7,0.55,0,0,0,0,0,0,0,1
0,42.0,3.4,0.52,0,0,0,0,0,0,0,1
0,38.0,3.4,-1.13,0,0,0,0,0,0,0,1
1,40.0,2.9,-0.64,0,0,0,0,0,0,0,1
0,32.5,3.3,0.1,0,0,0,0,0,0,0,1
0,35.0,3.7,-0.64,0,0,0,0,0,0,0,1
0,47.0,3.1,0.33,0,0,0,0,0,0,0,1
1,23.7,2.7,-2.27,0,0,0,0,0,0,0,1
1,37.0,3.3,0.55,0,0,0,0,0,0,0,1
1,33.0,3.5,-0.01,0,0,0,0,0,0,0,1
1,37.0,2.9,-0.54,0,0,0,0,0,0,0,1
0,35.0,2.9,1.01,0,0,0,0,0,0,0,1
1,36.0,3.4,-0.4,0,0,0,0,0,0,0,1
0,37.0,2.1,-2.04,0,0,0,0,0,0,0,1
0,34.0,3.0,-2.22,0,0,0,0,0,0,0,1
0,42.0,3.2,-1.48,0,0,0,0,0,0,0,1
1,31.0,3.5,0.24,0,0,0,0,0,0,0,1
0,39.5,2.9,1.39,0,0,0,0,0,0,0,1
1,37.0,3.5,1.66,0,0,0,0,0,0,0,1
0,37.0,2.4,0.43,0,0,0,0,0,0,0,1
0,26.0,3.4,0.75,0,0,0,0,0,0,0,1
1,34.0,3.5,-0.79,0,0,0,1,0,0,0,0
0,44.0,3.2,-1.08,0,0,0,0,0,0,0,1
1,30.0,3.2,2.01,0,0,0,0,0,0,0,1
0,35.5,2.4,0.38,0,0,0,0,0,0,0,1
0,42.0,3.6,1.54,0,0,0,0,0,0,0,1
1,36.0,3.1,0.37,0,0,0,0,0,0,0,1
0,34.0,3.6,-1.63,0,0,0,0,0,0,0,1
1,31.0,3.4,0.04,0,0,0,1,0,0,0,0
1,40.0,2.9,-0.25,0,0,0,0,0,0,0,1
1,34.0,3.6,0.57,0,0,0,0,0,0,0,1
1,40.0,2.4,1.16,0,0,0,0,0,0,0,1
1,43.0,3.6,0.14,0,0,0,0,0,0,0,1
1,36.0,3.5,0.2,0,0,0,0,0,0,0,1
1,32.5,3.0,-0.28,0,0,0,0,0,0,0,1
0,47.0,3.6,0.46,0,0,0,0,0,0,0,1
1,38.0,3.3,0.91,0,0,0,0,0,0,0,1
1,36.5,2.9,0.02,0,0,0,0,0,0,0,1
1,30.0,2.6,0.39,0,0,0,0,0,0,0,1
0,30.0,2.6,-0.04,0,0,0,0,0,0,0,1
1,38.0,3.1,1.84,0,0,0,0,0,0,0,1
0,38.0,2.9,-0.25,0,0,0,0,0,0,0,1
0,46.0,3.7,-0.32,0,0,0,0,0,0,0,1
0,30.0,2.0,0.3,0,0,0,0,1,0,0,0
0,36.0,3.4,1.16,0,0,0,0,0,0,0,1
1,21.0,2.7,-1.22,0,0,1,0,0,0,0,0
0,33.0,3.4,1.62,0,0,0,0,0,0,0,1
0,38.0,2.7,-0.52,0,0,0,0,0,0,0,1
1,26.0,2.3,-1.31,0,0,1,0,0,0,0,0
1,31.0,3.2,-0.04,0,0,0,0,0,0,0,1
1,34.0,3.5,0.82,0,0,0,0,0,0,0,1
0,26.0,3.1,-0.14,0,0,0,0,0,0,0,1
0,34.0,3.6,0.13,0,0,0,0,0,0,0,1
1,39.0,3.7,-0.86,0,1,0,0,0,0,0,0
0,26.5,2.9,-0.03,0,0,0,0,0,0,0,1
0,35.0,3.7,0.45,0,0,0,0,0,0,0,1
0,44.0,3.7,-0.45,0,0,0,0,0,0,0,1
0,41.0,1.9,-1.79,0,0,0,0,0,0,0,1
1,45.0,3.2,0.39,0,0,0,0,0,0,0,1
1,33.0,3.5,-0.14,0,0,0,1,0,0,0,0
1,36.0,3.3,1.59,0,0,0,0,0,0,0,1
0,39.0,3.3,2.47,0,0,0,0,0,0,0,1
1,42.0,3.0,0.85,0,0,0,0,0,0,0,1
0,45.0,4.2,-1.07,0,0,0,0,0,0,0,1
1,47.0,2.8,1.66,0,0,0,0,0,0,0,1
0,31.0,3.5,1.06,0,0,0,0,0,0,0,1
0,37.0,3.4,-0.71,0,0,0,0,0,0,0,1
1,28.0,2.9,-2.24,0,0,1,0,0,0,0,0
1,42.0,3.6,-2.41,0,0,0,0,0,0,0,1
1,37.0,3.3,0.84,0,0,0,0,0,0,0,1
0,32.0,2.3,0.48,0,0,0,0,0,0,0,1
0,27.0,2.9,-0.58,0,0,1,0,0,0,0,0
1,45.0,3.0,0.24,0,0,0,0,0,0,0,1
0,26.0,2.8,-0.38,0,0,0,0,0,0,0,1
0,40.0,3.0,-0.79,0,0,0,0,0,0,0,1
1,26.0,2.5,0.4,0,0,1,0,0,0,0,0
0,32.0,3.0,1.3,0,0,0,0,0,0,0,1
0,39.0,3.6,-0.57,0,1,0,0,0,0,0,0
1,41.0,2.7,-0.55,0,0,0,0,0,0,0,1
1,29.0,3.1,-0.32,0,0,0,0,0,1,0,0
0,36.0,2.8,0.4,0,0,0,0,0,0,0,1
0,31.0,3.6,0.46,0,0,0,0,0,0,0,1
0,38.0,3.0,0.96,0,0,0,0,0,0,0,1
0,36.0,3.2,-0.02,0,0,0,0,0,0,0,1
0,30.5,3.3,0.85,0,0,0,0,0,0,0,1
0,41.0,3.0,0.05,0,0,0,0,0,0,0,1
0,38.0,3.5,-0.2,0,0,0,0,0,0,0,1
1,35.0,3.0,0.68,0,0,0,0,0,0,0,1
0,30.0,2.7,0.14,0,0,0,0,0,0,0,1
1,33.0,3.8,0.56,0,0,0,1,0,0,0,0
0,20.0,3.3,-1.6,0,0,0,0,0,0,0,1
0,38.0,3.6,0.25,0,0,0,0,0,0,0,1
1,27.0,2.7,-1.21,0,0,1,0,0,0,0,0
0,44.0,3.8,1.9,0,0,0,0,0,0,0,1
0,38.0,3.5,0.72,0,0,0,0,0,0,0,1
0,38.0,2.4,0.43,0,0,0,0,0,0,0,1
0,20.0,2.8,0.12,0,0,0,0,1,0,0,0
0,42.0,3.0,-0.4,0,0,0,0,0,0,0,1
0,35.0,3.3,0.9,0,0,0,0,0,0,0,1
0,35.0,3.2,-1.33,0,0,0,0,0,0,0,1
0,48.0,4.0,0.25,0,0,0,0,0,0,0,1
1,30.5,3.7,0.64,0,0,0,0,0,0,0,1
0,36.0,3.0,-0.56,0,0,0,0,0,0,0,1
1,36.0,2.9,0.13,0,0,0,0,0,0,0,1
1,33.0,3.5,-0.45,0,0,0,0,0,0,0,1
0,42.0,2.8,-0.65,0,0,0,1,0,0,0,0
1,40.0,3.0,-0.11,0,0,0,0,0,0,0,1
1,32.0,2.8,-0.89,0,0,1,0,0,0,0,0
